model,dataset,split,rmse,mae,r2,inversed,model_path
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=5)",hot,val,99.2464,60.2358,0.7128,False,../models/rf_300_estimators_None_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=5)",hot,test,99.7251,61.4775,0.7142,False,../models/rf_300_estimators_None_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=10)",hot,train,86.1818,52.3749,0.7826,False,../models/rf_300_estimators_None_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=10)",hot,val,100.3614,61.0131,0.7064,False,../models/rf_300_estimators_None_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=10)",hot,test,100.8603,62.3194,0.7077,False,../models/rf_300_estimators_None_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=20)",hot,train,93.142,57.1853,0.7461,False,../models/rf_300_estimators_None_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=20)",hot,val,102.8686,63.0288,0.6915,False,../models/rf_300_estimators_None_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=None, min_samples_split=30, min_samples_leaf=20)",hot,test,103.2477,64.0978,0.6937,False,../models/rf_300_estimators_None_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=1)",hot,train,92.1318,59.8162,0.7516,False,../models/rf_300_estimators_10_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=1)",hot,val,103.6495,64.6602,0.6868,False,../models/rf_300_estimators_10_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=1)",hot,test,104.8297,66.5967,0.6842,False,../models/rf_300_estimators_10_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=5)",hot,train,95.4682,61.1429,0.7333,False,../models/rf_300_estimators_10_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=5)",hot,val,104.7299,65.2409,0.6802,False,../models/rf_300_estimators_10_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=5)",hot,test,105.8484,67.0718,0.6781,False,../models/rf_300_estimators_10_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=10)",hot,train,98.0552,62.342,0.7186,False,../models/rf_300_estimators_10_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=10)",hot,val,105.4693,65.5203,0.6757,False,../models/rf_300_estimators_10_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=10)",hot,test,106.1638,67.2094,0.6761,False,../models/rf_300_estimators_10_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=20)",hot,train,100.9902,63.9108,0.7015,False,../models/rf_300_estimators_10_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=20)",hot,val,106.6661,66.3538,0.6683,False,../models/rf_300_estimators_10_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=2, min_samples_leaf=20)",hot,test,107.2121,67.7855,0.6697,False,../models/rf_300_estimators_10_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=1)",hot,train,93.8536,60.7026,0.7422,False,../models/rf_300_estimators_10_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=1)",hot,val,104.1685,64.9664,0.6837,False,../models/rf_300_estimators_10_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=1)",hot,test,105.2484,66.834,0.6817,False,../models/rf_300_estimators_10_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=5)",hot,train,95.3124,61.04,0.7341,False,../models/rf_300_estimators_10_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=5)",hot,val,104.5965,65.0991,0.681,False,../models/rf_300_estimators_10_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=5)",hot,test,105.5958,66.8716,0.6796,False,../models/rf_300_estimators_10_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=10)",hot,train,98.0725,62.3586,0.7185,False,../models/rf_300_estimators_10_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=10)",hot,val,105.5256,65.5275,0.6754,False,../models/rf_300_estimators_10_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=10)",hot,test,106.2038,67.2353,0.6759,False,../models/rf_300_estimators_10_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=20)",hot,train,100.9522,63.8691,0.7017,False,../models/rf_300_estimators_10_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=20)",hot,val,106.5943,66.3016,0.6687,False,../models/rf_300_estimators_10_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=10, min_samples_leaf=20)",hot,test,107.2312,67.8012,0.6696,False,../models/rf_300_estimators_10_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=1)",hot,train,95.7419,61.7099,0.7317,False,../models/rf_300_estimators_10_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=1)",hot,val,104.7601,65.3302,0.68,False,../models/rf_300_estimators_10_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=1)",hot,test,105.5389,67.1182,0.6799,False,../models/rf_300_estimators_10_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=5)",hot,train,96.9435,61.9035,0.725,False,../models/rf_300_estimators_10_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=5)",hot,val,105.1699,65.4809,0.6775,False,../models/rf_300_estimators_10_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=5)",hot,test,105.9964,67.1331,0.6772,False,../models/rf_300_estimators_10_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=10)",hot,train,97.991,62.3788,0.719,False,../models/rf_300_estimators_10_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=10)",hot,val,105.4574,65.5584,0.6758,False,../models/rf_300_estimators_10_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=10)",hot,test,106.1501,67.2748,0.6762,False,../models/rf_300_estimators_10_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=20)",hot,train,101.0156,63.9221,0.7014,False,../models/rf_300_estimators_10_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=20)",hot,val,106.6239,66.3351,0.6686,False,../models/rf_300_estimators_10_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=20, min_samples_leaf=20)",hot,test,107.2239,67.8089,0.6696,False,../models/rf_300_estimators_10_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=1)",hot,train,97.2791,62.4533,0.723,False,../models/rf_300_estimators_10_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=1)",hot,val,105.1585,65.6131,0.6776,False,../models/rf_300_estimators_10_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=1)",hot,test,105.9925,67.3477,0.6772,False,../models/rf_300_estimators_10_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=5)",hot,train,98.1919,62.5908,0.7178,False,../models/rf_300_estimators_10_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=5)",hot,val,105.5413,65.719,0.6753,False,../models/rf_300_estimators_10_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=5)",hot,test,106.2839,67.3467,0.6754,False,../models/rf_300_estimators_10_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=10)",hot,train,98.9764,62.8122,0.7133,False,../models/rf_300_estimators_10_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=10)",hot,val,105.8036,65.7283,0.6736,False,../models/rf_300_estimators_10_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=10)",hot,test,106.4158,67.3344,0.6746,False,../models/rf_300_estimators_10_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=20)",hot,train,101.0269,63.914,0.7013,False,../models/rf_300_estimators_10_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=20)",hot,val,106.6545,66.3455,0.6684,False,../models/rf_300_estimators_10_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=10, min_samples_split=30, min_samples_leaf=20)",hot,test,107.1993,67.7845,0.6698,False,../models/rf_300_estimators_10_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=1)",hot,train,42.4771,28.0532,0.9472,False,../models/rf_300_estimators_20_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=1)",hot,val,89.3024,53.6368,0.7675,False,../models/rf_300_estimators_20_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=1)",hot,test,89.641,54.84,0.7691,False,../models/rf_300_estimators_20_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=5)",hot,train,70.0802,42.1851,0.8563,False,../models/rf_300_estimators_20_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=5)",hot,val,95.8504,57.7893,0.7322,False,../models/rf_300_estimators_20_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=5)",hot,test,96.6151,59.2099,0.7318,False,../models/rf_300_estimators_20_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=10)",hot,train,83.2441,50.5911,0.7972,False,../models/rf_300_estimators_20_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=10)",hot,val,99.6597,60.5157,0.7104,False,../models/rf_300_estimators_20_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=10)",hot,test,100.2148,61.9183,0.7114,False,../models/rf_300_estimators_20_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=20)",hot,train,93.1913,57.308,0.7458,False,../models/rf_300_estimators_20_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=20)",hot,val,102.9376,63.0813,0.6911,False,../models/rf_300_estimators_20_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=2, min_samples_leaf=20)",hot,test,103.262,64.2051,0.6936,False,../models/rf_300_estimators_20_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=1)",hot,train,59.0431,37.3903,0.898,False,../models/rf_300_estimators_20_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=1)",hot,val,92.7599,56.199,0.7492,False,../models/rf_300_estimators_20_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=1)",hot,test,93.4404,57.5455,0.7491,False,../models/rf_300_estimators_20_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=5)",hot,train,70.1744,42.1862,0.8559,False,../models/rf_300_estimators_20_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=5)",hot,val,96.0298,57.8597,0.7312,False,../models/rf_300_estimators_20_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=5)",hot,test,96.759,59.2723,0.731,False,../models/rf_300_estimators_20_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=10)",hot,train,83.156,50.5767,0.7976,False,../models/rf_300_estimators_20_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=10)",hot,val,99.6248,60.5603,0.7106,False,../models/rf_300_estimators_20_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=10)",hot,test,100.1847,61.9178,0.7116,False,../models/rf_300_estimators_20_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=20)",hot,train,93.2336,57.3403,0.7456,False,../models/rf_300_estimators_20_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=20)",hot,val,103.0132,63.1473,0.6906,False,../models/rf_300_estimators_20_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=10, min_samples_leaf=20)",hot,test,103.2743,64.1925,0.6935,False,../models/rf_300_estimators_20_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=1)",hot,train,71.2045,44.8386,0.8516,False,../models/rf_300_estimators_20_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=1)",hot,val,95.8229,58.4287,0.7323,False,../models/rf_300_estimators_20_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=1)",hot,test,96.4354,59.8207,0.7328,False,../models/rf_300_estimators_20_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=5)",hot,train,78.1097,47.5458,0.8214,False,../models/rf_300_estimators_20_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=5)",hot,val,97.9969,59.4365,0.72,False,../models/rf_300_estimators_20_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=5)",hot,test,98.4716,60.6791,0.7214,False,../models/rf_300_estimators_20_depth_20_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=10)",hot,train,83.1641,50.5904,0.7976,False,../models/rf_300_estimators_20_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=10)",hot,val,99.736,60.5838,0.71,False,../models/rf_300_estimators_20_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=10)",hot,test,100.1411,61.9214,0.7118,False,../models/rf_300_estimators_20_depth_20_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=20)",hot,train,93.1671,57.3233,0.746,False,../models/rf_300_estimators_20_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=20)",hot,val,103.0142,63.1686,0.6906,False,../models/rf_300_estimators_20_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=20, min_samples_leaf=20)",hot,test,103.1868,64.2201,0.694,False,../models/rf_300_estimators_20_depth_20_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=1)",hot,train,78.1702,49.0788,0.8212,False,../models/rf_300_estimators_20_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=1)",hot,val,97.7784,59.9053,0.7213,False,../models/rf_300_estimators_20_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=1)",hot,test,98.3508,61.2372,0.7221,False,../models/rf_300_estimators_20_depth_30_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=5)",hot,train,83.1214,50.9363,0.7978,False,../models/rf_300_estimators_20_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=5)",hot,val,99.2939,60.4618,0.7126,False,../models/rf_300_estimators_20_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=5)",hot,test,99.7822,61.7615,0.7139,False,../models/rf_300_estimators_20_depth_30_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=10)",hot,train,86.6102,52.9264,0.7805,False,../models/rf_300_estimators_20_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=10)",hot,val,100.4691,61.1717,0.7057,False,../models/rf_300_estimators_20_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=10)",hot,test,101.0286,62.5094,0.7067,False,../models/rf_300_estimators_20_depth_30_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=20)",hot,train,93.2079,57.3259,0.7457,False,../models/rf_300_estimators_20_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=20)",hot,val,102.9327,63.0899,0.6911,False,../models/rf_300_estimators_20_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=20, min_samples_split=30, min_samples_leaf=20)",hot,test,103.2987,64.2,0.6934,False,../models/rf_300_estimators_20_depth_30_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=1)",hot,train,32.1787,19.3007,0.9697,False,../models/rf_300_estimators_30_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=1)",hot,val,87.9736,51.3367,0.7744,False,../models/rf_300_estimators_30_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=1)",hot,test,87.9202,52.288,0.7779,False,../models/rf_300_estimators_30_depth_2_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=5)",hot,train,68.1726,39.895,0.864,False,../models/rf_300_estimators_30_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=5)",hot,val,95.4022,57.0891,0.7347,False,../models/rf_300_estimators_30_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=5)",hot,test,96.1031,58.4739,0.7346,False,../models/rf_300_estimators_30_depth_2_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=10)",hot,train,82.6472,49.8716,0.8001,False,../models/rf_300_estimators_30_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=10)",hot,val,99.427,60.2214,0.7118,False,../models/rf_300_estimators_30_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=10)",hot,test,99.9115,61.6055,0.7132,False,../models/rf_300_estimators_30_depth_2_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=20)",hot,train,93.091,57.1818,0.7464,False,../models/rf_300_estimators_30_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=20)",hot,val,102.9619,63.0649,0.6909,False,../models/rf_300_estimators_30_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=2, min_samples_leaf=20)",hot,test,103.2823,64.1407,0.6935,False,../models/rf_300_estimators_30_depth_2_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=1)",hot,train,54.2092,32.5523,0.914,False,../models/rf_300_estimators_30_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=1)",hot,val,91.7095,54.6961,0.7548,False,../models/rf_300_estimators_30_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=1)",hot,test,91.9867,55.9597,0.7569,False,../models/rf_300_estimators_30_depth_10_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=5)",hot,train,68.2478,39.9088,0.8637,False,../models/rf_300_estimators_30_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=5)",hot,val,95.4991,57.1576,0.7341,False,../models/rf_300_estimators_30_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=5)",hot,test,96.0426,58.3801,0.7349,False,../models/rf_300_estimators_30_depth_10_minsplit_5_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=10)",hot,train,82.662,49.8821,0.8,False,../models/rf_300_estimators_30_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=10)",hot,val,99.4159,60.2247,0.7119,False,../models/rf_300_estimators_30_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=10)",hot,test,99.8733,61.5216,0.7134,False,../models/rf_300_estimators_30_depth_10_minsplit_10_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=20)",hot,train,93.1384,57.1982,0.7461,False,../models/rf_300_estimators_30_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=20)",hot,val,102.8911,63.0968,0.6914,False,../models/rf_300_estimators_30_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=10, min_samples_leaf=20)",hot,test,103.2699,64.1658,0.6936,False,../models/rf_300_estimators_30_depth_10_minsplit_20_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=1)",hot,train,68.8771,42.2864,0.8612,False,../models/rf_300_estimators_30_depth_20_minsplit_1_minleaf_hot.pkl
"RandomForestRegressor (n_estimators=300, max_depth=30, min_samples_split=20, min_samples_leaf=1)",hot,val,95.3751,57.6767,0.7348,False,../models/rf_300_estimators_30_depth_20_minsplit_1_minleaf_hot.pkl
